"Tarih","Simdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"01.08.2014","101.441,00","101.709,12","101.935,75","99.816,71","434,07M","0,05%"
"31.07.2014","101.395,18","103.575,84","104.178,54","101.395,18","375,92M","-2,46%"
"25.07.2014","103.953,38","103.713,22","104.112,49","102.871,94","313,50M","0,51%"
"24.07.2014","103.429,80","102.316,26","103.580,37","102.316,26","456,67M","1,35%"
"23.07.2014","102.050,67","101.918,17","102.484,93","101.548,55","296,89M","0,36%"
"22.07.2014","101.689,04","101.814,99","102.253,46","101.349,67","397,36M","0,32%"
"21.07.2014","101.366,30","102.012,50","102.307,51","101.198,00","343,09M","-0,06%"
"18.07.2014","101.425,90","99.640,34","101.430,18","99.629,14","376,55M","0,76%"
"17.07.2014","100.662,34","101.550,22","101.726,05","100.044,42","488,78M","-0,75%"
"16.07.2014","101.425,16","100.266,13","101.458,88","99.957,84","407,27M","1,26%"
"15.07.2014","100.163,92","99.573,72","100.520,34","99.409,90","408,75M","0,75%"
"14.07.2014","99.420,58","98.197,65","99.507,35","97.992,46","362,98M","1,87%"
"11.07.2014","97.595,08","96.807,49","97.811,95","96.712,87","299,41M","1,10%"
"10.07.2014","96.530,20","97.934,28","98.245,29","96.399,75","416,26M","-1,30%"
"09.07.2014","97.799,72","97.759,42","98.302,05","97.376,91","382,02M","0,19%"
"08.07.2014","97.616,74","97.414,28","98.207,31","97.281,89","384,50M","0,48%"
"07.07.2014","97.153,43","95.012,28","97.273,80","94.784,19","435,26M","1,98%"
"04.07.2014","95.262,68","95.469,22","95.715,94","95.131,84","237,83M","-0,16%"
"03.07.2014","95.419,40","94.615,54","95.492,88","93.987,99","457,34M","0,92%"
"02.07.2014","94.545,01","95.162,24","95.284,68","93.506,43","428,95M","-0,36%"
"01.07.2014","94.890,74","96.740,29","97.166,32","94.739,74","381,18M","-1,82%"
"30.06.2014","96.651,63","97.058,19","97.784,50","96.543,54","285,31M","-0,00%"
"27.06.2014","96.651,74","96.625,78","97.223,31","96.193,78","175,36M","0,46%"
"26.06.2014","96.212,40","97.817,51","97.915,09","95.741,13","294,52M","-1,30%"
"25.06.2014","97.483,02","96.550,19","97.624,69","96.143,45","359,39M","0,06%"
"24.06.2014","97.425,27","98.483,19","98.939,94","97.425,27","403,63M","-0,57%"
"23.06.2014","97.987,83","97.172,85","98.151,65","96.880,67","375,65M","1,29%"
"20.06.2014","96.744,06","97.121,11","97.363,58","96.639,13","254,84M","-0,87%"
"19.06.2014","97.592,15","97.759,89","98.107,62","97.490,90","413,54M","1,37%"
"18.06.2014","96.275,85","96.551,89","96.897,86","95.890,73","396,54M","0,12%"
"17.06.2014","96.161,31","96.272,15","97.426,07","95.994,93","532,71M","0,45%"
"16.06.2014","95.733,80","96.607,15","97.151,37","95.459,92","397,96M","-1,94%"
"13.06.2014","97.628,49","98.019,66","98.487,96","97.095,61","401,70M","-0,96%"
"12.06.2014","98.576,04","96.649,29","98.887,79","96.146,87","638,39M","1,00%"
"11.06.2014","97.599,08","101.140,93","101.225,97","97.027,49","690,34M","-3,28%"
"10.06.2014","100.911,24","99.843,23","100.911,24","99.732,16","416,76M","1,16%"
"09.06.2014","99.750,06","99.806,00","100.648,19","99.647,09","454,44M","0,49%"
"06.06.2014","99.265,80","98.749,28","99.526,34","98.627,67","427,89M","0,86%"
"05.06.2014","98.416,21","96.943,32","99.135,03","96.782,09","609,88M","2,05%"
"04.06.2014","96.436,25","96.255,93","97.325,87","96.159,10","335,68M","-0,52%"
"03.06.2014","96.941,57","97.231,76","98.022,81","96.434,39","427,04M","0,13%"
"02.06.2014","96.817,43","98.144,88","98.515,70","96.702,01","392,48M","-0,90%"
"30.05.2014","97.692,23","97.746,89","98.528,48","97.361,70","448,18M","0,25%"
"29.05.2014","97.451,67","96.272,54","97.563,08","96.272,54","450,58M","1,82%"
"28.05.2014","95.711,68","95.314,88","97.042,24","94.813,38","530,96M","0,49%"
"27.05.2014","95.241,06","96.745,02","97.043,96","95.155,11","363,92M","-1,55%"
"26.05.2014","96.738,73","95.844,79","96.841,57","95.667,75","284,22M","0,72%"
"23.05.2014","96.045,54","96.289,94","96.572,55","95.536,75","386,68M","-0,02%"
"22.05.2014","96.063,45","94.319,72","96.557,99","93.852,87","554,31M","2,34%"
"21.05.2014","93.867,22","92.303,70","93.874,03","92.283,35","370,74M","1,72%"
"20.05.2014","92.278,77","92.304,50","92.501,04","91.501,87","264,82M","0,30%"
"16.05.2014","92.002,48","92.298,20","92.401,70","91.443,21","293,12M","-0,31%"
"15.05.2014","92.288,46","93.537,09","94.281,80","92.273,42","367,40M","-1,14%"
"14.05.2014","93.357,20","93.275,55","93.677,65","93.050,54","361,14M","0,35%"
"13.05.2014","93.035,58","93.760,05","93.908,06","92.705,14","378,61M","-0,17%"
"12.05.2014","93.194,92","93.418,74","94.011,88","92.824,11","357,84M","0,53%"
"09.05.2014","92.707,91","93.294,06","93.439,03","92.402,94","341,26M","-0,36%"
"08.05.2014","93.040,84","92.420,59","93.475,02","92.386,89","498,83M","1,19%"
"07.05.2014","91.946,86","92.191,50","92.557,78","91.336,30","382,11M","-0,37%"
"06.05.2014","92.292,12","92.125,27","92.726,93","92.037,18","359,69M","0,66%"
"05.05.2014","91.686,63","92.570,27","92.736,93","91.226,78","363,66M","-0,69%"
"02.05.2014","92.327,46","91.387,29","92.691,02","91.387,29","531,76M","1,93%"
"30.04.2014","90.579,44","88.613,06","91.106,59","88.416,83","574,19M","2,43%"
"29.04.2014","88.426,52","88.942,76","89.492,16","88.407,02","363,85M","-0,12%"
"28.04.2014","88.535,32","87.377,23","88.760,29","86.804,36","392,80M","1,63%"
"25.04.2014","87.118,72","88.668,11","88.840,95","86.956,81","392,29M","-1,46%"
"24.04.2014","88.408,74","89.552,36","89.750,83","88.350,94","378,04M","-1,18%"
"22.04.2014","89.460,34","90.029,25","90.176,58","89.460,34","312,62M","-0,51%"
"21.04.2014","89.915,22","90.117,08","90.192,72","89.503,90","293,92M","-0,15%"
"18.04.2014","90.046,03","90.285,93","90.654,29","89.814,63","174,65M","-0,17%"
"17.04.2014","90.202,82","89.181,43","90.302,37","89.017,19","436,40M","1,68%"
"16.04.2014","88.709,94","89.715,23","89.761,94","88.131,08","450,49M","0,06%"
"15.04.2014","88.658,93","90.699,44","91.190,46","88.658,93","536,40M","-1,95%"
"14.04.2014","90.422,83","88.784,48","90.547,66","88.489,56","443,45M","1,58%"
"11.04.2014","89.019,20","88.299,46","89.193,37","88.244,33","376,51M","-0,68%"
"10.04.2014","89.624,36","89.413,16","90.250,33","89.005,87","446,52M","0,95%"
"09.04.2014","88.777,08","90.561,96","90.789,46","88.765,32","482,24M","-2,25%"
"08.04.2014","90.825,13","89.779,56","90.825,13","89.704,62","474,24M","2,22%"
"07.04.2014","88.852,21","88.616,96","89.420,63","88.415,53","379,21M","-0,40%"
"04.04.2014","89.206,30","88.251,22","89.380,60","87.519,08","538,09M","1,59%"
"03.04.2014","87.814,14","87.039,31","88.586,03","87.039,31","754,95M","1,19%"
"02.04.2014","86.781,39","86.916,14","87.774,81","86.383,12","764,41M","-0,27%"
"01.04.2014","87.018,69","85.769,11","87.273,50","85.360,69","622,97M","1,64%"
"31.03.2014","85.615,98","86.838,95","86.838,95","84.373,77","803,09M","0,72%"
"28.03.2014","85.004,20","82.553,07","85.262,43","82.553,07","769,69M","3,51%"
"27.03.2014","82.120,18","82.830,60","83.699,13","82.095,39","780,82M","-1,21%"
"26.03.2014","83.127,84","79.595,52","83.330,02","79.595,52","637,10M","5,38%"
"25.03.2014","78.887,40","77.898,57","79.327,31","77.702,26","321,71M","1,69%"
"24.03.2014","77.578,87","78.923,90","79.277,29","77.578,87","229,05M","-1,45%"
"21.03.2014","78.722,28","79.082,16","79.254,28","78.666,35","293,16M","-1,04%"
"20.03.2014","79.552,68","79.666,29","80.357,72","79.396,16","397,72M","-0,42%"
"19.03.2014","79.887,03","79.929,64","80.653,30","79.782,10","458,06M","-0,11%"
"18.03.2014","79.976,01","78.123,61","80.183,61","77.929,75","510,35M","2,54%"
"17.03.2014","77.991,67","77.438,52","78.165,17","77.438,52","259,54M","1,51%"
"14.03.2014","76.833,65","76.401,35","77.170,17","76.112,83","333,42M","0,03%"
"13.03.2014","76.810,70","76.929,74","77.866,63","76.769,03","381,04M","0,14%"
"12.03.2014","76.701,83","75.283,42","76.774,72","75.098,41","449,26M","0,61%"
"11.03.2014","76.238,16","76.152,36","76.722,46","75.724,02","324,68M","0,46%"
"10.03.2014","75.888,48","76.097,48","76.719,68","75.470,13","320,37M","-0,77%"
"07.03.2014","76.474,43","77.872,80","77.872,80","76.258,84","370,93M","-1,68%"
"06.03.2014","77.782,07","77.614,65","78.049,81","77.136,10","452,10M","0,90%"
"05.03.2014","77.090,23","76.674,25","77.698,58","76.640,37","350,47M","0,71%"
"04.03.2014","76.547,89","75.242,14","76.610,50","75.242,14","316,08M","3,20%"
"03.03.2014","74.172,73","74.661,56","74.762,54","74.119,47","247,52M","-2,09%"
"28.02.2014","75.758,49","75.102,99","76.306,19","75.102,99","437,21M","1,25%"
"27.02.2014","74.824,35","74.028,09","75.184,34","74.023,89","339,01M","0,53%"
"26.02.2014","74.428,03","75.473,53","75.866,00","74.353,54","392,95M","-1,04%"
"25.02.2014","75.207,68","75.588,99","75.864,67","74.933,01","421,52M","-3,28%"
"24.02.2014","77.757,39","77.573,90","78.031,38","77.065,70","302,48M","0,44%"
"21.02.2014","77.420,03","77.470,67","77.740,59","76.819,18","325,44M","0,26%"
"20.02.2014","77.222,80","76.366,36","77.343,05","75.884,94","437,78M","0,52%"
"19.02.2014","76.823,38","77.532,33","77.759,81","76.362,89","454,94M","-1,18%"
"18.02.2014","77.741,75","79.686,08","79.686,08","77.741,75","457,52M","-2,45%"
"17.02.2014","79.690,98","79.472,19","80.108,72","79.471,60","336,82M","1,19%"
"14.02.2014","78.753,32","77.743,84","78.894,46","77.605,16","492,20M","1,86%"
"13.02.2014","77.313,06","77.877,11","77.877,11","77.160,63","375,72M","-1,28%"
"12.02.2014","78.314,57","78.745,68","79.017,35","78.237,40","412,51M","0,35%"
"11.02.2014","78.039,38","78.203,99","78.687,29","77.755,27","460,03M","0,39%"
"10.02.2014","77.734,01","78.151,40","78.219,97","77.143,46","404,94M","-0,97%"
"07.02.2014","78.496,18","78.475,10","78.970,65","77.704,56","601,89M","0,14%"
"06.02.2014","78.388,44","75.974,29","78.388,44","75.896,06","637,61M","3,67%"
"05.02.2014","75.613,76","76.331,59","76.910,53","75.612,66","555,67M","-0,63%"
"04.02.2014","76.096,05","74.239,10","76.207,18","73.625,50","604,93M","1,92%"
"03.02.2014","74.661,20","75.185,74","75.591,74","74.461,74","377,58M","-0,13%"
"31.01.2014","74.757,84","75.985,77","75.985,77","74.270,44","514,65M","-1,68%"
"30.01.2014","76.031,78","75.347,15","76.163,75","73.643,90","659,00M","1,18%"
"29.01.2014","75.142,66","78.621,59","79.398,56","73.435,12","1,02B","-2,47%"
"28.01.2014","77.047,89","79.540,09","79.855,71","77.008,04","535,90M","-2,01%"
"27.01.2014","78.626,70","78.268,61","79.727,72","77.059,31","608,02M","0,34%"
"24.01.2014","78.359,92","80.208,36","80.222,61","76.950,73","681,91M","-1,74%"
"23.01.2014","79.745,83","81.714,22","82.150,77","79.745,83","623,84M","-3,02%"
"22.01.2014","82.226,13","81.899,62","82.459,74","81.484,83","448,40M","1,58%"
"21.01.2014","80.948,25","80.779,82","82.126,77","80.491,76","507,24M","1,02%"
"20.01.2014","80.133,25","79.041,07","80.643,99","78.969,02","356,66M","0,13%"
"17.01.2014","80.025,52","82.077,04","82.089,72","80.025,52","443,13M","-1,99%"
"16.01.2014","81.652,84","81.920,79","82.648,16","81.474,79","472,03M","-1,93%"
"15.01.2014","83.256,58","83.209,79","83.829,30","82.523,22","588,47M","0,02%"
"14.01.2014","83.236,09","81.995,84","83.236,09","81.672,20","432,57M","0,04%"
"13.01.2014","83.199,49","83.524,44","83.941,35","83.026,60","422,20M","0,37%"
"10.01.2014","82.891,52","81.407,59","82.891,52","80.913,73","499,70M","2,54%"
"09.01.2014","80.835,17","81.103,25","81.196,14","80.285,17","306,49M","-1,26%"
"08.01.2014","81.865,26","83.196,73","83.855,80","81.735,32","547,15M","-1,87%"
"07.01.2014","83.422,40","82.073,86","83.787,58","81.631,34","633,16M","1,03%"
"06.01.2014","82.574,31","80.356,30","83.007,90","79.572,70","557,95M","3,33%"
"03.01.2014","79.910,52","81.553,07","81.802,33","79.249,20","410,52M","-1,77%"
"02.01.2014","81.351,78","81.897,45","81.897,45","79.840,81","407,98M","-1,33%"
"31.12.2013","82.447,87","82.886,41","83.551,92","80.905,79","581,98M","-0,24%"
"30.12.2013","82.649,70","79.427,06","82.649,70","78.798,69","593,02M","6,53%"
"27.12.2013","77.586,35","77.949,49","78.214,85","74.554,52","666,21M","-1,05%"
"26.12.2013","78.405,83","80.776,81","81.371,18","78.008,56","540,86M","-2,44%"
"25.12.2013","80.365,96","84.412,30","85.112,05","80.365,96","559,59M","-4,30%"
"24.12.2013","83.974,69","82.976,35","84.467,41","82.777,51","475,11M","1,36%"
"23.12.2013","82.850,64","85.589,09","85.699,14","82.167,31","552,17M","-2,35%"
"20.12.2013","84.844,89","84.558,90","85.421,89","83.543,61","751,75M","0,87%"
"19.12.2013","84.111,69","86.452,53","87.693,43","83.469,60","781,38M","-3,49%"
"18.12.2013","87.152,68","83.913,45","87.152,68","82.912,83","808,38M","0,90%"
"17.12.2013","86.377,20","89.779,35","90.027,86","85.316,49","757,26M","-5,49%"
"16.12.2013","91.399,38","90.021,13","91.565,03","89.942,95","300,92M","1,19%"
"13.12.2013","90.324,18","89.603,91","90.425,44","89.537,14","327,58M","1,60%"
"12.12.2013","88.901,98","89.714,75","90.214,23","88.727,85","360,88M","-1,27%"
"11.12.2013","90.045,33","89.876,56","91.399,74","89.810,62","360,54M","-0,27%"
"10.12.2013","90.289,32","90.518,32","90.663,55","89.615,75","308,90M","-0,10%"
"09.12.2013","90.376,81","90.204,06","90.926,31","90.026,88","335,98M","1,08%"
"06.12.2013","89.409,32","87.838,92","89.626,22","87.051,97","496,32M","2,10%"
"05.12.2013","87.572,55","88.876,88","89.134,21","87.572,55","424,54M","-1,63%"
"04.12.2013","89.021,30","88.844,33","89.442,08","87.643,52","428,71M","0,01%"
"03.12.2013","89.012,34","91.250,07","91.482,33","88.904,99","496,51M","-2,53%"
"02.12.2013","91.326,87","92.555,39","92.965,62","91.283,06","342,64M","-1,12%"
"29.11.2013","92.364,08","91.089,14","92.469,04","90.846,47","291,63M","1,46%"
"28.11.2013","91.031,58","91.650,17","91.996,70","90.883,93","253,47M","-0,43%"
"27.11.2013","91.426,59","92.249,67","92.687,15","91.426,59","315,34M","-0,96%"
"26.11.2013","92.308,69","93.666,68","93.666,68","91.933,68","407,16M","-1,44%"
"25.11.2013","93.655,10","93.578,10","94.368,02","93.578,10","370,49M","1,32%"
"22.11.2013","92.438,52","91.721,16","92.739,18","91.576,33","407,49M","1,32%"
"21.11.2013","91.230,40","90.693,59","91.789,19","90.339,44","529,19M","-1,00%"
"20.11.2013","92.147,98","91.170,66","92.237,12","90.232,57","581,00M","0,99%"
"19.11.2013","91.242,94","92.444,23","92.486,73","91.038,56","432,03M","-1,45%"
"18.11.2013","92.589,32","91.154,56","92.589,32","90.968,21","381,07M","2,06%"
"15.11.2013","90.717,86","90.794,74","91.554,23","90.704,25","553,86M","0,56%"
"14.11.2013","90.216,60","89.678,34","90.675,83","89.505,90","621,40M","2,47%"
"13.11.2013","88.038,56","87.163,10","88.038,56","86.013,63","997,65M","0,86%"
"12.11.2013","87.289,31","87.847,22","88.049,22","86.288,95","396,04M","-0,04%"
"11.11.2013","87.323,46","89.881,67","90.261,91","87.317,60","393,10M","-2,55%"
"08.11.2013","89.609,49","91.660,57","91.979,34","89.431,59","406,61M","-2,80%"
"07.11.2013","92.188,28","91.948,08","93.507,37","91.831,55","357,30M","-0,09%"
"06.11.2013","92.269,56","91.167,27","92.410,40","90.827,90","294,21M","1,77%"
"05.11.2013","90.666,58","92.957,48","93.624,32","90.666,58","351,43M","-2,14%"
"04.11.2013","92.649,31","93.136,93","93.793,77","92.649,31","289,92M","-0,49%"
"01.11.2013","93.101,95","94.981,80","94.981,80","92.943,70","368,21M","-1,64%"
"31.10.2013","94.658,55","95.686,71","95.937,40","94.172,79","384,12M","-1,87%"
"30.10.2013","96.461,15","97.808,22","98.496,60","96.341,54","435,70M","-0,90%"
"28.10.2013","97.333,21","97.331,79","97.666,40","97.243,46","179,96M","0,52%"
"25.10.2013","96.833,52","96.415,09","96.942,52","95.701,84","342,17M","0,57%"
"24.10.2013","96.288,69","96.451,43","97.241,24","96.240,12","314,50M","0,26%"
"23.10.2013","96.035,83","96.805,36","97.305,14","95.763,31","405,96M","-1,20%"
"22.10.2013","97.204,12","96.467,44","97.620,51","95.881,27","546,25M","0,70%"
"21.10.2013","96.525,76","95.802,05","96.525,76","95.339,90","487,60M","3,47%"
"14.10.2013","93.292,95","92.995,78","93.524,28","92.950,36","72,87M","0,11%"
"11.10.2013","93.186,90","93.243,15","93.533,27","92.954,85","252,15M","0,76%"
"10.10.2013","92.487,57","91.607,91","92.935,15","91.531,45","391,15M","1,59%"
"09.10.2013","91.036,19","91.327,66","91.444,12","90.014,03","388,68M","-0,79%"
"08.10.2013","91.757,82","92.778,57","93.047,73","91.664,85","397,03M","-1,33%"
"07.10.2013","92.996,26","93.134,97","93.423,21","92.341,60","235,56M","-0,70%"
"04.10.2013","93.647,39","93.689,25","93.983,45","92.693,75","286,72M","-0,07%"
"03.10.2013","93.710,31","93.029,19","93.932,41","92.630,64","305,30M","1,58%"
"02.10.2013","92.248,92","94.040,97","94.422,62","92.100,92","492,49M","-1,88%"
"01.10.2013","94.019,35","92.113,10","94.262,66","92.113,10","393,02M","2,88%"
"30.09.2013","91.389,67","91.277,97","91.670,60","90.187,60","402,21M","-0,46%"
"27.09.2013","91.814,64","93.187,76","93.352,60","91.814,64","322,70M","-1,39%"
"26.09.2013","93.105,89","93.723,93","94.209,83","92.993,19","339,30M","-0,82%"
"25.09.2013","93.873,49","93.979,93","94.692,72","93.288,93","517,98M","-0,44%"
"24.09.2013","94.287,77","95.027,61","95.654,96","93.953,48","382,50M","-0,59%"
"23.09.2013","94.844,19","96.319,92","96.660,85","94.537,60","472,77M","-1,53%"
"20.09.2013","96.320,84","98.362,68","98.494,74","95.952,00","453,14M","-2,09%"
"19.09.2013","98.375,89","96.455,11","99.807,33","96.455,11","935,44M","7,15%"
"18.09.2013","91.808,12","91.933,31","92.354,81","91.542,85","361,01M","0,03%"
"17.09.2013","91.778,40","90.742,94","91.778,40","90.489,20","450,06M","0,89%"
"16.09.2013","90.966,56","89.544,75","91.350,30","89.511,69","508,86M","3,75%"
"13.09.2013","87.676,48","88.333,88","89.188,57","87.453,37","461,72M","-1,59%"
"12.09.2013","89.092,15","88.265,88","89.197,80","87.198,00","504,51M","1,34%"
"11.09.2013","87.912,19","87.651,91","88.755,63","87.300,76","505,49M","-0,11%"
"10.09.2013","88.010,91","86.309,50","88.366,75","86.296,19","526,65M","3,02%"
"09.09.2013","85.434,10","83.161,56","85.445,68","83.083,77","424,39M","3,92%"
"06.09.2013","82.209,53","81.549,63","83.521,69","81.086,62","407,24M","0,93%"
"05.09.2013","81.453,77","81.748,30","82.151,35","80.848,37","326,60M","-0,42%"
"04.09.2013","81.800,89","82.428,04","82.717,56","81.500,32","385,37M","-0,11%"
"03.09.2013","81.893,58","84.058,32","84.058,32","81.712,01","455,62M","-2,23%"
"02.09.2013","83.762,91","82.521,46","83.762,91","82.521,46","355,15M","3,26%"
"29.08.2013","81.120,86","81.084,19","82.333,25","80.765,91","525,74M","1,01%"
"28.08.2013","80.310,61","78.743,67","80.744,99","78.340,91","599,11M","0,45%"
"27.08.2013","79.952,82","82.222,31","82.513,41","79.952,82","518,29M","-4,43%"
